"Ex1","Ex2","Ex3","Ex4"
1899,11828,1945,21827
2313,12483,1739,22056
2410,37816,1902,6656
1765,12427,2244,27131
2436,12555,2096,18728
2853,13377,1706,25101
2506,38612,2282,6301
2011,12436,1947,19210
1685,12600,1838,21525
2189,41947,1664,21524
1730,22932,2012,14895
1901,12789,2607,6720
1903,11456,1706,22390
1589,16520,1620,19900
2614,12606,1827,7220
2050,13767,2069,7801
1814,12621,1834,25274
1870,10690,2129,21712
1693,15128,1868,30895
1947,13829,2091,6783
2050,40221,1742,6068
1680,12567,2333,30696
1959,12584,2557,7105
2008,12726,2504,6734
1845,12336,1807,18112
1968,12558,1866,27964
2625,12019,2417,7372
1987,12461,1798,7868
1877,12104,1876,32291
1612,33082,1741,20906
2035,26857,1859,6431
1898,15045,2695,13412
2465,12898,1789,24562
1773,12274,1881,7405
2551,12327,1998,8260
1844,12547,1729,21329
1881,13122,1956,26435
1778,12114,1880,15159
1917,11901,1800,17580
1741,16359,1570,7666
2379,12556,2484,26289
1854,13092,1884,23385
2520,12462,2154,7513
1908,30260,1842,18126
2072,12755,1823,33202
2165,11957,1672,21224
1808,12441,1835,6545
2865,11716,2321,20900
2036,11651,1928,19537
1876,12307,2669,28656
2202,11369,1703,24267
2221,12867,1755,9780
1875,11734,1735,7069
1789,14201,1868,25312
2263,38399,2012,5684
24271,11656,1863,24983
2557,14540,1933,20122
1753,11761,1726,6758
2464,15150,1954,21678
1797,39399,1903,15454
1906,12792,2136,22816
1973,35566,2573,16808
2219,13226,1737,30825
1805,11434,2371,7403
1766,37983,1804,22191
1833,12914,1933,22106
1716,34067,1831,22672
1913,12606,2097,19686
1639,40535,1930,6295
2396,39363,1873,27772
1762,12058,2026,23197
2715,11792,1895,26256
2324,11465,1775,25518
1900,11696,2045,19706
1910,10916,1976,23342
1766,12350,1961,21828
1932,11506,2050,19384
1996,12438,2204,21100
2101,13450,2292,20531
1851,41820,1785,25426
1793,11964,1686,27071
1924,12241,1832,20744
1676,12458,2007,22000
2060,27409,2047,22398
1694,14995,1830,8279
1648,12674,2684,6326
2109,12622,1871,15716
1834,12791,2002,21304
2743,12315,1814,6881
2599,12361,1760,27447
1904,11805,2057,22890
2407,13517,1760,6760
1793,11563,1875,7749
1838,12409,1965,21261
1915,12586,1974,24043
1767,41654,1910,24421
2491,11995,1841,6901
2000,12399,2005,26990
2492,14586,1696,6143
2376,12135,2016,7653
1738,12101,2508,6793
2120,15733,1782,18293
1725,13251,2739,6598
1816,12347,1723,9467
1851,40043,1880,6627
1842,12037,2044,7107
1896,12500,1912,24659
2295,13264,1806,23663
1763,29105,1742,21892
1638,26223,2339,24156
1911,30871,1702,6693
2012,12807,1795,23490
2357,32528,2685,23258
2070,38685,1915,6062
2434,11638,1925,17199
1996,38118,1845,20525
2238,11823,1743,19731
1882,12658,1910,24497
1980,41652,2097,6489
1827,12716,1850,15642
1596,28962,1814,16139
1871,36765,2428,15452
1874,11606,2011,6146
1774,13027,1765,5822
1830,14297,1775,7604
1708,11625,1800,22699
1698,12679,1889,18803
1920,14415,1766,23513
1768,12233,1899,21207
2669,12547,1805,22259
1891,13098,1819,21671
1875,41051,2462,19640
1844,39420,2230,27901
2336,12957,2402,17553
1793,13645,1883,7155
1876,15166,1765,19590
1876,37313,1921,17199
1951,12102,1885,31984
1939,12585,2343,23511
2017,14317,1792,17138
1816,11958,1748,24626
1858,12895,2052,6467
1886,14505,1864,25476
1809,37832,2067,6252
1925,12480,2077,21846
1744,12503,1969,6571
2650,36909,1668,20045
2386,12295,1690,40432
1818,13359,1901,7566
1806,12003,2143,17340
1805,11779,2274,20602
2097,14161,2197,6360
2707,13115,1939,13902
1908,32254,1826,20056
1900,38294,1741,14579
1830,12444,2061,23396
1731,11960,2013,26764
2047,12890,2070,18179
1806,11955,1924,31697
1822,12959,1886,17622
2235,12435,1794,33820
1976,12379,1751,7517
1875,12113,2539,29856
1947,11390,2340,27731
1851,40331,2471,22728
1961,15880,1813,23256
2317,11860,1915,23950
2557,13817,1947,22215
2099,14208,2395,26538
1848,40433,1733,5931
1963,39012,1847,16977
2093,12453,2701,33167
2236,41940,1930,6576
1806,39681,2592,26851
2344,13529,1720,23030
1776,12039,1905,23521
1915,13102,1789,7152
1951,12438,1793,23660
2204,12821,1764,23902
2233,37612,2806,21524
2125,14589,1886,7792
1924,25407,1833,21411
1656,39534,1914,27625
2159,12585,2078,31198
1746,36087,1835,19922
1848,14582,2265,22692
1924,28220,2039,7184
1860,12078,1746,7182
1583,12718,2084,5776
1758,13161,1836,7022
1908,13802,2228,6385
1985,24982,2777,19891
1779,12935,2056,32202
1887,12210,1921,25436
2413,12890,2214,22817
2019,12135,1845,23554
2498,15216,1739,29402
1784,12115,1809,30518
1945,11712,1947,27389
1979,14156,2318,13389
1899,11829,1677,22327
1980,14028,1820,6168
1806,13746,2508,7015
1713,12799,1758,19183
1994,11950,1776,26052
1804,13644,2079,17654
1868,36172,1945,5454
1823,11950,2184,27033
2272,12844,2376,20534
1811,11593,1724,19635
1764,12485,1692,20081
2096,11390,1913,30066
1878,11784,1884,22328
1918,11138,1921,20308
2741,27035,2196,5884
1821,12495,1737,22911
2212,12524,1817,17561
1818,20948,1735,24094
1922,33157,2253,21109
1853,13425,1826,6925
1840,11840,1730,23950
2283,38577,1685,25233
2336,14831,1910,27233
1802,12201,1903,24127
1977,39930,1942,16618
2504,13168,1883,21576
1926,12266,2031,22020
2979,11861,1702,7016
1775,12239,2189,8096
1783,38650,1594,22687
1891,11838,1954,19355
1771,12890,1771,18411
2005,11940,1913,29789
2587,12178,1927,34176
1824,12150,1761,29768
2217,13699,1983,24017
1796,12451,1879,21017
2229,29713,1779,7182
1844,35402,1870,21739
2226,12628,1995,6539
1824,15098,1847,25832
1782,13074,1870,20290
1679,13924,1693,21904
1834,13174,1688,22682
1755,15422,2044,25290
1958,37808,1673,18221
1910,11959,2192,21675
1802,12379,1749,25668
2059,12146,2327,27185
1858,12474,1841,22291
1972,15603,1682,7140
1808,40719,1762,22168
1780,39732,1760,25474
1908,13128,1928,21006
1808,35514,2156,7305
1663,18887,2827,6968
2552,11490,1809,7455
1779,35641,1647,20240
1675,16580,2896,20813
2274,12282,1683,7005
1938,34302,1840,22981
2049,29977,1935,7191
1852,12081,1721,6520
2137,41746,1962,5775
1761,12847,1723,7107
2354,14104,1707,24256
1755,13244,1805,26266
1762,12683,2023,7079
1791,13293,1751,7758
2554,12217,1847,25377
1760,40754,1976,18294
1926,14055,1882,8239
1802,12215,2025,19120
2124,12667,1875,6159
1776,12351,2038,19022
1762,12100,1840,24757
2288,36938,1854,22321
1984,12642,2035,29272
1926,14722,1797,7241
2460,42092,1860,18686
1935,13273,2086,7030
1811,12309,2409,7471
2109,12065,1750,26697
2056,43232,1648,25969
1853,12332,2402,23980
2003,33931,1862,5796
1941,11694,2106,23443
1653,12097,2031,24310
2678,12096,1771,25302
1927,36850,1533,22115
1774,39830,1799,6828
2219,12007,2175,21504
1816,40333,1884,7203
1778,11284,1904,33557
1696,13223,1787,23151
1708,12756,1899,7335
2229,11625,1851,7429
1894,40086,1912,22570
1733,39349,1909,21920
1946,12680,1820,25815
1723,12248,2109,24790
2036,12311,1777,7118
1850,17898,1850,20959
1749,12200,2033,6531
1621,12907,1869,24532
1846,12677,1836,24209
1740,12578,1949,20988
1808,13155,1719,6124
1781,19078,1846,22650
2268,11926,1840,24356
2411,11671,2939,26058
2094,12202,1576,22242
1934,11898,1864,23030
1690,12885,2607,7326
1682,12179,1943,24286
1765,33827,2020,21339
1661,12003,1755,24449
2238,12794,1936,27438
2373,38742,1968,26571
1688,12180,1741,8084
1792,12231,1777,25243
1964,11960,1717,27940
2277,12371,1837,21704
1943,20821,1729,26590
1863,11290,1714,23485
2115,13021,1835,24491
1785,36596,1746,25667
1861,14611,2157,7710
1749,11486,1885,20479
2234,12423,2405,24706
2513,11828,1768,23102
2066,11949,1843,6451
1808,11439,1981,20404
1738,38421,1826,21162
2439,13976,1751,23960
1779,13443,2384,20910
2187,11852,1988,21915
1855,12890,1739,6967
2046,12006,2784,19632
1625,12338,2215,25554
1937,12278,2240,33772
1896,11862,2065,26325
2119,12526,1706,26214
2226,11974,1860,7115
1971,18821,1953,29220
2230,11732,1842,31544
1819,24922,1662,7322
2444,11476,1689,6960
1790,12664,2255,32100
1756,12239,2662,29769
1586,12762,1578,25693
2406,11991,1978,22874
1915,13696,2353,23590
1645,39962,1840,22389
1846,13010,1901,28472
2177,29561,2004,6720
1832,12873,1747,25622
2148,12946,2111,22998
2550,12137,1817,23451
2235,12536,1900,25914
1707,12474,1783,20492
1778,12029,1908,19171
2398,13019,1752,23997
1814,37675,1839,30542
1602,12611,1807,7053
1694,11470,1763,25104
1827,42221,1880,6475
2704,16346,1754,20181
1766,11920,1763,22142
2066,12634,1646,23186
1965,11528,2036,7101
1878,13956,2225,7667
1916,13628,1845,5978
1919,10995,2190,24776
1866,14588,2113,21198
2121,11879,1949,6551
1979,14423,1955,7812
2239,11317,2400,25698
1839,12009,1648,27645
1878,36668,1944,23924
2270,12779,1753,25105
1872,13099,2185,7182
1680,14310,2004,25047
1930,14603,1974,21565
1744,13692,1835,6627
2292,12308,1798,20516
2727,12048,1765,7204
2176,13500,1902,7014
2038,12132,1847,25271
1835,32947,2543,15397
2719,14933,1671,23245
1904,12791,1872,21293
1863,12181,1928,21951
2410,14878,2385,13070
1801,12159,2414,7412
1729,12419,1903,7024
1775,11884,2054,29467
1889,12684,2387,25337
1780,13290,1868,23919
1723,12228,1989,6245
1861,41366,1827,22495
1952,13262,1649,6824
2309,11664,2666,23996
2106,12000,1803,32186
2283,12441,1695,7785
1720,11886,1809,32181
2133,38473,1728,22801
2033,12813,1876,22874
2335,12111,2133,35760
2444,12944,1933,25328
2032,14362,2357,6812
1766,13629,1859,8119
1808,39229,2505,23440
1912,33890,1643,5820
1948,13402,1829,7692
1567,12835,1974,6916
1758,35141,1855,18765
1795,39226,2139,28550
1903,11393,1912,18826
1769,12654,1896,21118
1797,12259,1805,22486
1869,13394,1746,6283
2447,12485,1837,25762
1848,13915,2635,20495
1848,12425,1791,23162
1935,12104,1877,25095
1688,12698,2123,20693
1823,13464,1906,5900
1969,12483,2089,21460
1718,12102,1704,22095
1815,34810,2398,6899
1831,12673,1655,18286
1760,39898,1670,5942
1675,12347,2084,23537
2002,13498,2226,8121
1655,13355,1944,19975
1893,32070,2514,17906
1838,34762,1823,20920
1963,13176,1750,8905
1844,12286,1723,23205
2010,12050,2329,25826
1917,12650,1793,31951
1839,12045,1747,21211
1990,12129,1810,19617
1727,41549,1845,21406
1662,11241,1772,23870
1773,35518,1658,5597
1854,12269,1905,9492
1679,13146,1982,6748
2035,12163,1796,24705
2576,12292,1867,7080
1756,36073,1784,6789
1875,12908,1736,27503
1773,14726,2392,20924
1835,13809,1823,17550
1789,13580,1712,21425
2358,11782,2271,18907
2062,13793,2075,21614
1826,29411,2527,24881
2514,12071,1816,23147
1912,11983,1699,26295
1783,12574,1777,33066
2052,11682,2040,20205
1784,39665,1996,25353
2003,12444,1821,7078
1950,12842,1998,24533
1827,11174,1799,27901
2717,35686,1782,26042
1796,12249,1814,6598
2402,12377,2068,7275
1792,13162,2084,24108
1889,13296,1847,7689
1696,12658,2315,28510
2080,13088,1847,21425
2221,11939,1882,8013
1698,12742,1860,26756
1851,12957,2236,6986
1727,12499,1823,15201
2437,12812,1816,26165
1727,12190,1780,32496
2367,12831,2316,25974
1765,12834,1885,24577
1889,31242,1802,6411
1963,12286,1829,25154
1872,14223,2061,7186
1823,38971,1655,23274
1820,11965,1690,20791
2040,12764,1748,7022
1802,13086,1809,21161
1742,13461,1902,7508
1708,13076,1838,24192
1741,12253,1676,20716
1840,13382,1825,6726
2000,13776,1815,22939
1737,12820,1796,27667
2021,12194,2021,26824
2104,12982,2284,7512
2265,12662,1750,24190
2377,12799,1729,21187
1943,12237,2182,25731
1962,12377,1890,22002
1592,12261,1805,23505
1952,11649,1967,25363
1937,14655,1755,7224
1743,13532,1862,23524
2163,35566,1914,23319
2016,13041,1828,6877
2028,12549,1773,20271
1633,12335,2452,24667
2029,13272,1970,7301
1885,13294,1886,6797
1922,35417,1837,20599
1947,14431,1927,22287
1769,12443,1879,7216
1605,13430,1841,34323
2069,12411,1764,23083
1850,13482,1728,34227
1796,12383,2269,7280
2236,43139,1971,17300
1812,12806,1886,7048
1922,12394,1548,23769
1766,13089,1932,6985
2028,34121,1891,22568
2127,11416,2161,6581
1940,12719,1809,6641
1918,38251,1618,22325
2750,12381,2402,21531
1811,12173,1759,33480
1903,12349,1846,31647
1744,33643,1767,24934
1862,13149,1659,12650
2348,36919,1893,21005
2187,12348,1760,6997
2053,12036,1708,23787
2375,33663,2200,19680
1991,31264,2405,6702
2766,12658,1692,26655
1700,25688,1856,22976
1759,12462,1900,18802
1706,11899,1776,24002
2321,34984,1711,22921
1937,12601,1795,20079
1989,12000,1907,6958
2138,12962,2316,7100
2341,25462,1698,21342
2011,33918,1688,5261
2247,12219,1619,23750
1703,12316,1684,26007
2042,12486,1733,6840
1910,31930,1759,25511
1602,38251,2185,22029
1929,13633,2128,7092
1982,13507,1749,7420
2563,13228,1766,7281
1852,15217,1919,18939
1943,12487,2220,6815
1811,14910,1903,22567
2477,12470,1889,6453
2066,11669,1972,23805
2109,36423,1806,21512
1745,12488,2541,6607
2485,11776,1602,24248
1843,40155,1842,20086
1800,13093,1831,22430
1874,11774,1583,24497
1690,12952,1907,25372
1721,13912,1591,20017
1833,12362,1813,24075
1834,13135,1704,6844
1732,34562,1741,22079
1886,12423,1778,26786
1926,12596,2240,22702
1685,13357,2608,22239
1796,12795,2064,33515
2008,11478,1785,17621
1687,12539,1771,25626
2105,12913,1863,6197
1651,38613,2153,23408
1947,12430,1924,25324
1866,13445,2273,24293
2359,12352,2170,16889
1698,12355,1874,22110
1850,13528,1998,6625
2361,14461,1663,25797
1921,39033,1751,21519
1707,12363,1799,7730
1948,11861,1751,28417
2478,12778,2275,21148
2209,14088,1798,18599
1975,11832,2208,22648
2461,13778,1796,7120
1997,12027,2319,18081
1982,12100,2218,21190
1933,11729,1948,6955
2720,13819,1742,25138
1742,12970,1720,7544
1640,12255,1678,7279
1630,13165,1983,6713
2499,11497,2132,19556
1859,31369,1873,28366
1980,12295,1854,22132
1890,13298,2019,21959
1819,37710,1929,18867
2103,12848,1820,20933
2016,11972,1838,26075
2555,37674,2465,20755
1875,11669,2230,32142
19877,15452,1934,7468
1938,41434,1763,25554
1734,36631,1741,17335
2510,12553,1776,27808
1756,13058,1925,7220
2035,12435,2401,24887
1880,12487,1973,6334
1600,12054,2280,24902
2509,41559,2272,22258
1884,14210,1568,7492
2413,37961,1521,6320
1893,28733,2471,21926
2311,11642,1775,7624
1805,40951,2712,7393
2322,11922,1886,24833
1789,12242,1908,34200
2516,40055,1821,7373
1782,13260,1861,25933
2250,12314,1904,25955
1822,11987,1779,21601
1811,12577,1804,6087
1858,11227,1571,24334
1889,33718,2090,24793
1746,12127,1774,6718
1687,12420,1734,23243
2101,11286,2863,23658
1673,38826,1863,21082
1920,12051,1820,6806
1953,12322,1773,30826
1773,33461,1786,6815
1884,11995,1884,28824
1616,13357,2240,34655
1917,39425,1872,6988
1776,13457,2252,24481
2330,37774,1763,22878
1838,12956,2020,7254
2056,12213,1771,24910
2581,11816,2312,24580
2465,12209,1757,28468
1889,13245,1915,6924
2271,39232,1638,14960
1874,12188,1749,21656
1703,12119,1819,25094
2109,13405,2756,6394
2333,11480,1663,25633
2074,11110,1728,29286
1910,23839,1871,22783
1960,33899,1694,7356
1743,12851,1695,6770
1892,40452,2321,7564
2145,12031,1698,7150
2036,35872,1692,6193
1776,14627,1722,21315
1937,14814,1942,27255
2250,12050,1733,24225
2391,11684,1536,21436
1953,14649,2672,22226
1777,36503,2025,17799
1833,12080,2524,23826
1736,11897,1766,21362
1845,12482,1801,6899
2494,12861,2312,7062
1746,42336,2606,26162
1778,13077,2189,25009
1789,12021,1749,17978
1670,36951,1853,21334
2208,12445,2270,6961
1839,12284,1817,29803
1878,32701,1883,6235
1656,10577,1735,27659
2310,39775,1893,24652
1852,37348,1560,19589
1595,12467,2802,18989
1730,11714,2329,6096
1874,12914,2712,6635
2006,13207,1878,26108
2386,12262,2286,26122
1799,13457,2361,21271
1835,13238,2268,7444
1675,12638,1916,20868
1885,12241,1738,23743
1963,12951,1777,25037
2099,23877,1797,6942
1990,11941,2588,23157
1957,13205,2222,7256
1930,39819,1854,7116
1911,35970,1696,20516
1766,41860,1914,7035
1823,12532,1891,30664
2355,12866,1662,6844
1830,12875,1907,30247
1949,36807,1838,20495
1725,17673,1932,26829
1745,11953,1854,6881
1809,13056,1721,8235
1912,12181,1898,24054
2015,13114,1780,34094
1707,12886,1744,32487
2521,12278,1890,6781
1938,12970,1752,24746
2075,12900,1720,25873
1775,12140,1994,21537
2676,32511,1776,7127
19555,12608,1855,25931
1933,12478,1890,23149
1913,12309,1867,36756
1939,12703,1827,25635
1779,12236,1864,20564
1895,38029,1907,18324
2009,11503,1808,31938
1895,12916,2279,23448
1766,12377,1899,25533
2362,44268,2021,6362
2590,35914,1772,23756
1878,12847,2006,24954
1816,12231,1787,23519
1750,38369,1815,23471
1853,12328,2676,7364
1771,12756,1630,7730
1932,12602,1774,6208
1980,11824,1847,6545
1995,12150,1759,34491
2027,12508,2007,24301
1652,41589,1920,6768
2201,18374,1885,5900
1704,11831,1901,22541
2178,12389,1839,29352
1890,11713,2075,26217
1803,12146,2306,7068
1803,12118,1873,25711
1763,10629,1859,21654
1697,12443,2450,18296
1941,11911,2240,23336
2330,12767,1768,6699
1814,12573,2010,6783
2503,11901,1910,30962
1877,12275,1949,22514
1781,11621,1840,6904
1852,13107,1813,25335
1835,39957,1889,6414
2093,11734,1879,33131
1725,13253,1928,15219
1797,14729,1939,26292
1713,39331,1825,6851
2205,12600,1819,7584
2140,12251,1887,22896
1965,11863,2060,7111
2115,13677,1821,18485
2160,13649,1742,22635
1969,11610,1921,25184
1848,13174,1657,6388
2384,12208,1851,33341
1915,38999,2048,17797
1865,12061,2120,6790
1853,12408,1768,25269
2318,11804,1756,24611
2046,11401,2372,23257
1962,12276,2089,35275
1841,12821,1772,7170
2265,13086,1976,25658
1841,12929,1785,28330
1955,13127,1986,26435
2019,12593,2450,20119
1875,13174,1902,7042
1927,11675,1891,20747
1831,41580,1865,6186
1769,12347,2085,7541
1802,36593,1911,20130
2343,13722,1820,21104
1858,11971,1778,34135
1792,12166,2187,7333
1626,12491,1893,23697
2291,12617,2010,26245
1652,12036,1814,34778
1944,12412,1865,31839
1608,11317,1942,25097
1958,12266,1973,21334
2016,13475,2400,5931
1859,12615,2478,23319
1823,12202,1887,7051
2650,13369,1875,23339
1834,12011,1870,7262
1863,12410,1880,30295
1972,39389,1769,20168
2313,12587,2387,7663
1986,35059,1741,21345
2319,13574,1808,22494
2133,11393,1743,28998
2760,41306,1772,30056
1780,12996,2280,19007
2255,11558,1710,29752
1709,12486,2183,7170
1921,16808,2761,5832
1929,11416,2095,24853
1984,11843,1845,24413
1723,11726,1923,21980
2043,12511,1606,6577
1852,38557,1882,7184
2114,27052,2055,8039
2209,11896,1601,32270
2077,12059,1679,6811
2144,12330,1768,7217
1946,12754,1923,25121
1632,12241,1713,34106
1708,12121,2320,20179
1846,34695,2443,7287
2261,11720,1838,20787
1832,37567,2240,23067
2080,11795,1790,24223
1778,41215,1774,21664
2055,15914,1901,22338
1885,12164,1756,6862
2308,43212,1891,6716
2179,13734,1799,6989
2049,11861,1737,7477
1866,11984,1783,23314
2174,14669,1817,6856
1682,33113,1726,12949
1822,12244,1884,25879
1768,11927,1892,6164
2042,38157,1721,24075
1793,13035,1709,7123
1845,12933,1839,21183
2052,32561,1735,20047
1837,13082,1834,8100
2016,39372,1663,6264
2492,12269,1758,33220
1876,12607,1724,6941
1798,12747,1875,26275
1805,11560,1756,19324
1904,38622,1778,23125
1867,40104,1888,24004
2177,12301,1712,32161
1793,12119,2155,34701
1855,11327,2118,26940
1874,12306,1842,35315
2119,12765,2330,6998
1828,15551,1956,18375
2877,11826,1668,34896
2314,15066,1860,27874
1829,12728,1875,7394
1907,12360,2289,25986
1841,11792,2239,22591
1943,12956,2320,7210
2209,12778,1774,6932
2321,12528,1721,33723
2207,12198,1855,14183
2054,12481,2484,7003
1938,11973,2046,25296
1762,11122,2303,23001
1838,12778,1933,6737
1672,33922,2032,19534
1952,12231,2018,24293
1843,14388,1738,20983
1902,14385,1659,8028
1841,12496,1835,7133
2145,41450,1827,22620
2657,11923,1892,27996
2385,14047,1847,6463
1944,11560,1944,25125
1700,11710,1732,26534
2393,13350,2070,25087
1803,37862,1826,27203
2096,11428,1726,23445
1823,13163,2410,24995
1843,12784,1843,24205
2042,13773,2011,19254
1926,11387,2181,7864
2054,30443,1718,21691
1956,12123,1808,27029
2234,12585,2172,25714
1755,11591,2373,20161
1836,12192,1865,23656
1857,18206,1762,24507
1594,14552,1642,26521
1728,12955,1771,19734
1734,48879,1799,6293
1872,12086,1645,24820
2510,39701,1722,24021
1779,13257,1561,26080
2061,41794,1804,7421
1730,12217,1860,24908
1815,11921,1762,6270
1886,12358,1832,6615
1735,12108,2465,23326
2405,11960,1603,23599
1870,36998,1735,18483
2677,36810,1685,7165
1860,12689,2090,25004
1695,40958,1731,22860
1891,33647,1979,24641
1820,13763,1909,24091
2607,37555,2227,29419
2384,43200,1984,22190
1824,11922,1855,7155
2027,14640,1727,7084
1826,12565,1625,6879
1724,12579,2233,24731
1820,13253,1808,17123
1830,11308,2414,23455
1857,13830,2319,7708
1896,12664,1841,6990
